"full_name","name","e","a","ma","i","w","diameter","om","per_y","neo","pha","spkid","pdes"
"       (2001 GT2)",,0.6295,2.404,126.06,3.73,359.52,,145.99,3.73,Y,Y,3074753,"2001 GT2"
"       (2001 HL31)",,0.7785,2.434,345.73,12.86,286.86,,38.36,3.8,Y,Y,3076784,"2001 HL31"
"       (2001 JV1)",,0.4357,1.705,165.46,6.62,201.06,,92.21,2.23,Y,Y,3076812,"2001 JV1"
"       (2001 KF54)",,0.6503,2.338,163.87,1.63,170.88,,172.48,3.57,Y,Y,3076814,"2001 KF54"
"       (2001 LD)",,0.3756,1.421,317.12,30.16,114.35,,79.22,1.69,Y,Y,3078262,"2001 LD"
"       (2001 SQ3)",,0.2546,1.11,328.50,23.90,268.28,,356.15,1.17,Y,Y,3082923,"2001 SQ3"
"       (2001 SY269)",,0.5973,1.68,186.80,1.86,223.87,,232.11,2.18,Y,Y,3082930,"2001 SY269"
"       (2001 SZ269)",,0.6627,2.364,140.20,2.45,191.14,,98.93,3.63,Y,Y,3082929,"2001 SZ269"
"       (2001 TA2)",,0.6475,1.771,304.00,3.26,227.38,,50.36,2.36,Y,Y,3092374,"2001 TA2"
"       (2001 TC45)",,0.6428,2.217,326.38,15.48,67.06,,35.16,3.3,Y,Y,3092385,"2001 TC45"
"       (2001 VB)",,0.9002,2.392,349.84,9.53,224.38,,306.04,3.7,Y,Y,3092419,"2001 VB"
"       (2001 VC2)",,0.1321,1.041,99.95,12.51,103.87,,67.04,1.06,Y,Y,3092474,"2001 VC2"
"       (2001 VJ5)",,0.5614,1.933,175.70,6.06,67.64,,44.68,2.69,Y,Y,3092480,"2001 VJ5"
"       (2001 WH1)",,0.8000,2.461,346.03,15.57,107.20,,68.43,3.86,Y,Y,3092515,"2001 WH1"
"       (2001 XQ)",,0.7212,3.632,108.04,28.60,189.82,,250.67,6.92,Y,Y,3102669,"2001 XQ"
"       (2001 XX4)",,0.5568,1.006,286.12,0.85,186.82,,127.07,1.01,Y,Y,3102683,"2001 XX4"
"       (2001 XP31)",,0.3853,1.146,289.23,6.13,81.73,,241.23,1.23,Y,Y,3102694,"2001 XP31"
"       (2001 YP3)",,0.6225,2.493,272.01,7.93,36.27,,101.93,3.94,Y,Y,3102713,"2001 YP3"
"       (2001 YV3)",,0.7187,1.946,166.11,5.20,244.43,,107.21,2.71,Y,Y,3102717,"2001 YV3"
"       (2001 YB5)",,0.8642,2.34,115.99,5.55,115.45,,108.26,3.58,Y,Y,3102719,"2001 YB5"
"       (2002 AV)",,0.6573,2.471,326.96,2.85,286.05,,123.61,3.88,Y,Y,3102724,"2002 AV"
"       (2002 AZ1)",,0.6668,2.118,112.48,8.14,97.16,,113.59,3.08,Y,Y,3102729,"2002 AZ1"
"       (2002 AS4)",,0.7936,1.236,242.58,26.30,42.67,,285.38,1.37,Y,Y,3102742,"2002 AS4"
"       (2002 AC9)",,0.5605,1.703,114.42,2.28,28.62,,2.43,2.22,Y,Y,3102752,"2002 AC9"
"       (2002 CY9)",,0.5074,1.647,291.21,41.96,117.37,,305.28,2.11,Y,Y,3114014,"2002 CY9"
"       (2002 DO3)",,0.4991,1.86,309.96,3.80,165.76,,56.10,2.54,Y,Y,3114075,"2002 DO3"
"       (2002 EU11)",,0.6885,2.397,345.60,2.94,274.44,,346.34,3.71,Y,Y,3117434,"2002 EU11"
"       (2002 EV11)",,0.8897,2.1,176.25,11.60,218.09,,183.61,3.04,Y,Y,3117435,"2002 EV11"
"       (2002 FQ5)",,0.5887,1.916,155.12,7.55,80.88,,196.10,2.65,Y,Y,3117459,"2002 FQ5"
"       (2002 GM5)",,0.6954,2.123,343.47,7.30,274.02,,14.01,3.09,Y,Y,3120885,"2002 GM5"
"       (2002 HP11)",,0.7645,2.069,223.22,5.13,90.59,,9.02,2.98,Y,Y,3120904,"2002 HP11"
"       (2002 JQ9)",,0.3944,1.157,70.26,25.00,76.10,,51.87,1.24,Y,Y,3125005,"2002 JQ9"
"       (2002 KG4)",,0.6604,2.939,169.27,27.63,149.94,,64.40,5.04,Y,Y,3127232,"2002 KG4"
"       (2002 LX)",,0.6689,2.517,235.68,3.24,345.45,,197.44,3.99,Y,Y,3127390,"2002 LX"
"       (2002 LX64)",,0.5706,1.357,90.16,4.85,230.99,,285.51,1.58,Y,Y,3709286,"2002 LX64"
"       (2002 MX)",,0.7964,2.508,13.75,1.96,237.58,,284.30,3.97,Y,Y,3127412,"2002 MX"
"       (2002 MR3)",,0.6175,1.499,86.15,9.72,67.39,,110.22,1.84,Y,Y,3130460,"2002 MR3"
"       (2002 MT3)",,0.6713,2.873,273.61,6.27,27.62,,167.26,4.87,Y,Y,3130462,"2002 MT3"
"       (2002 NY40)",,0.7082,2.05,182.97,5.89,269.90,,145.28,2.94,Y,Y,3131063,"2002 NY40"
"       (2002 PE130)",,0.6250,2.551,139.58,15.55,33.98,,357.21,4.08,Y,Y,3133153,"2002 PE130"
"       (2002 QQ40)",,0.5640,1.215,134.02,1.72,356.52,,104.06,1.34,Y,Y,3134259,"2002 QQ40"
"       (2002 QW47)",,0.5187,1.971,22.89,4.22,140.89,,116.24,2.77,Y,Y,3134277,"2002 QW47"
"       (2002 SQ41)",,0.7988,2.614,70.14,25.11,96.03,,21.56,4.23,Y,Y,3137721,"2002 SQ41"
"       (2002 TB70)",,0.1317,1.133,287.99,16.66,350.89,,195.02,1.21,Y,Y,3137865,"2002 TB70"
"       (2002 VR85)",,0.6039,1.814,318.24,6.03,299.31,,204.44,2.44,Y,Y,3143081,"2002 VR85"
"       (2002 XO14)",,0.6474,2.784,244.06,2.62,184.89,,295.31,4.64,Y,Y,3144150,"2002 XO14"
"       (2003 AY2)",,0.5633,1.824,279.51,10.33,286.10,,274.87,2.46,Y,Y,3145512,"2003 AY2"
"       (2003 AC23)",,0.5818,2.171,276.48,2.06,126.42,,43.75,3.2,Y,Y,3145520,"2003 AC23"
"       (2003 BB21)",,0.5540,2.229,169.33,4.77,212.78,,344.12,3.33,Y,Y,3147323,"2003 BB21"
"       (2003 BR47)",,0.5003,1.628,181.94,4.42,112.71,,314.41,2.08,Y,Y,3147555,"2003 BR47"
"       (2003 CG11)",,0.7347,2.592,57.94,21.28,107.16,,130.43,4.17,Y,Y,3147581,"2003 CG11"
"       (2003 EG16)",,0.6897,2.391,280.48,20.40,110.67,,151.22,3.7,Y,Y,3150771,"2003 EG16"
"       (2003 GG21)",,0.7120,2.139,328.73,10.16,97.34,,11.07,3.13,Y,Y,3152314,"2003 GG21"
"       (2003 GR22)",,0.6084,1.545,46.73,6.17,276.83,,23.42,1.92,Y,Y,3152318,"2003 GR22"
"       (2003 GP51)",,0.6022,2.152,17.68,2.86,357.51,,141.89,3.16,Y,Y,3152323,"2003 GP51"
"       (2003 MS2)",,0.1263,1.042,307.12,20.03,254.51,,100.82,1.06,Y,Y,3157022,"2003 MS2"
"       (2003 MK4)",,0.1813,1.081,258.47,22.32,109.71,,282.58,1.12,Y,Y,3157028,"2003 MK4"
"       (2003 OC3)",,0.5974,2.25,124.74,13.13,23.01,,172.34,3.38,Y,Y,3157483,"2003 OC3"
"       (2003 RS1)",,0.6415,2.775,187.31,2.66,164.15,,172.35,4.62,Y,Y,3159886,"2003 RS1"
"       (2003 RB5)",,0.4716,1.884,352.17,44.62,27.59,,341.93,2.59,Y,Y,3159889,"2003 RB5"
"       (2003 SK84)",,0.7426,2.537,64.70,8.95,118.30,,344.08,4.04,Y,Y,3160737,"2003 SK84"
"       (2003 SS84)",,0.5718,1.931,285.68,5.49,234.92,,198.16,2.68,Y,Y,3160741,"2003 SS84"
"       (2003 TK2)",,0.6470,2.348,320.26,4.29,321.01,,0.98,3.6,Y,Y,3160850,"2003 TK2"
"       (2003 TO9)",,0.6043,2.428,190.16,3.11,225.09,,197.97,3.78,Y,Y,3163738,"2003 TO9"
"       (2003 TR9)",,0.7017,1.642,25.46,13.47,71.05,,198.35,2.1,Y,Y,3163739,"2003 TR9"
"       (2003 UX5)",,0.3409,1.441,12.27,21.45,50.37,,50.50,1.73,Y,Y,3163748,"2003 UX5"
"       (2003 VE1)",,0.4949,1.942,285.12,16.33,323.32,,29.53,2.71,Y,Y,3165472,"2003 VE1"
"       (2003 WG)",,0.7840,2.437,189.78,27.14,262.00,,46.63,3.81,Y,Y,3167340,"2003 WG"
"       (2003 WP21)",,0.7809,2.27,32.46,4.31,124.65,,37.13,3.42,Y,Y,3167345,"2003 WP21"
"       (2003 WC158)",,0.6279,2.639,320.38,9.02,144.53,,251.04,4.29,Y,Y,3169265,"2003 WC158"
"       (2003 WH166)",,0.5575,1.936,242.10,0.70,329.40,,185.68,2.69,Y,Y,3169271,"2003 WH166"
"       (2003 YP1)",,0.6424,2.654,306.59,7.49,131.48,,276.66,4.32,Y,Y,3170212,"2003 YP1"
"       (2003 YD45)",,0.6930,2.494,120.74,8.43,105.04,,252.16,3.94,Y,Y,3170218,"2003 YD45"
"       (2003 YL118)",,0.4864,1.131,165.63,7.61,65.73,,278.68,1.2,Y,Y,3170231,"2003 YL118"
"       (2003 YH136)",,0.8980,2.493,98.85,16.39,305.78,,304.93,3.94,Y,Y,3170209,"2003 YH136"
"       (2004 CO49)",,0.3884,1.375,330.95,4.26,315.98,,115.11,1.61,Y,Y,3175330,"2004 CO49"
"       (2004 DM44)",,0.7110,2.479,119.16,10.54,95.69,,350.70,3.9,Y,Y,3176186,"2004 DM44"
"       (2004 EH1)",,0.5337,2.009,61.07,7.52,231.99,,356.75,2.85,Y,Y,3177177,"2004 EH1"
"       (2004 FW1)",,0.7171,1.611,356.33,10.16,91.23,,194.58,2.04,Y,Y,3177204,"2004 FW1"
"       (2004 FJ11)",,0.5621,2.248,12.54,2.39,232.48,,20.89,3.37,Y,Y,3177223,"2004 FJ11"
"       (2004 FY31)",,0.5556,2.168,148.35,11.19,197.44,,28.77,3.19,Y,Y,3177237,"2004 FY31"
"       (2004 GB2)",,0.6493,2.118,259.89,12.42,255.43,,208.94,3.08,Y,Y,3179352,"2004 GB2"
"       (2004 GE2)",,0.7067,2.045,341.24,2.16,259.93,,45.13,2.93,Y,Y,3179354,"2004 GE2"
"       (2004 HD2)",,0.8338,2.317,15.25,15.44,61.77,,26.90,3.53,Y,Y,3180149,"2004 HD2"
"       (2004 HF12)",,0.6487,2.137,215.08,13.41,105.95,,21.81,3.13,Y,Y,3180152,"2004 HF12"
"       (2004 HG12)",,0.3450,1.442,337.44,26.54,48.48,,208.22,1.73,Y,Y,3180153,"2004 HG12"
"       (2004 HC39)",,0.5007,1.814,116.60,14.66,224.28,,56.05,2.44,Y,Y,3180182,"2004 HC39"
"       (2004 KB)",,0.2889,1.188,4.84,20.68,243.24,,230.92,1.29,Y,Y,3182189,"2004 KB"
"       (2004 LB)",,0.0529,1.051,180.15,37.33,144.69,,254.01,1.08,Y,Y,3183834,"2004 LB"
"       (2004 LY5)",,0.7779,1.831,54.99,16.05,295.65,,86.80,2.48,Y,Y,3183851,"2004 LY5"
"       (2004 MX2)",,0.7186,2.762,134.01,18.10,243.78,1.258,116.16,4.59,Y,Y,3184160,"2004 MX2"
"       (2004 MP7)",,0.7179,2.731,188.00,17.65,112.47,,95.00,4.51,Y,Y,3184479,"2004 MP7"
"       (2004 QB)",,0.6551,2.112,224.39,11.07,112.57,,130.51,3.07,Y,Y,3249785,"2004 QB"
"       (2004 QX2)",,0.9027,1.286,37.12,19.07,218.61,,320.38,1.46,Y,Y,3249983,"2004 QX2"
"       (2004 RW10)",,0.5945,2.35,217.87,3.11,71.81,,206.07,3.6,Y,Y,3251517,"2004 RW10"
"       (2004 RY10)",,0.6228,1.677,60.06,15.52,283.48,,165.68,2.17,Y,Y,3251513,"2004 RY10"
"       (2004 RE84)",,0.6055,1.674,66.43,2.00,131.85,,321.92,2.17,Y,Y,3251712,"2004 RE84"
"       (2004 RY109)",,0.4250,1.627,271.78,26.13,306.85,,352.35,2.08,Y,Y,3251889,"2004 RY109"
"       (2004 RZ164)",,0.6072,2.563,307.92,13.85,345.97,,74.73,4.1,Y,Y,3252349,"2004 RZ164"
"       (2004 TN1)",,0.6951,2.757,124.21,8.39,233.94,,213.57,4.58,Y,Y,3255979,"2004 TN1"
"       (2004 TB10)",,0.0937,1.103,314.96,22.50,149.91,,12.82,1.16,Y,Y,3256319,"2004 TB10"
"       (2004 TG10)",,0.8610,2.236,325.58,4.19,317.63,1.316,204.86,3.34,Y,Y,3256324,"2004 TG10"
"       (2004 TL10)",,0.6574,2.651,229.37,9.51,325.55,,10.00,4.32,Y,Y,3256328,"2004 TL10"
"       (2004 UE)",,0.6460,2.633,240.66,14.57,217.66,,225.44,4.27,Y,Y,3257091,"2004 UE"
"       (2004 UV1)",,0.6510,2.82,63.15,20.78,20.46,,76.39,4.73,Y,Y,3260293,"2004 UV1"
"       (2004 WK1)",,0.7303,1.084,278.93,34.46,223.15,,51.79,1.13,Y,Y,3262792,"2004 WK1"
"       (2004 XO)",,0.0968,1.035,48.75,26.01,70.94,,249.95,1.05,Y,Y,3263235,"2004 XO"
"       (2004 XN29)",,0.7037,2.422,109.87,2.36,37.32,,319.65,3.77,Y,Y,3263539,"2004 XN29"
"       (2005 AV27)",,0.6475,2.263,279.72,5.89,139.48,,67.57,3.4,Y,Y,3265824,"2005 AV27"
"       (2005 DD)",,0.5681,1.934,150.59,7.32,252.32,,157.14,2.69,Y,Y,3267783,"2005 DD"
"       (2005 EA)",,0.6394,1.301,26.69,14.06,298.89,,346.87,1.48,Y,Y,3273446,"2005 EA"
"       (2005 EO33)",,0.5729,1.968,22.48,4.61,158.48,,289.74,2.76,Y,Y,3273524,"2005 EO33"
"       (2005 FE3)",,0.5316,2.117,113.65,13.11,145.17,,90.53,3.08,Y,Y,3275203,"2005 FE3"
"       (2005 GU)",,0.6146,1.552,2.74,25.05,275.80,,26.88,1.93,Y,Y,3275512,"2005 GU"
"       (2005 GJ8)",,0.5511,1.766,142.64,3.39,214.84,,252.56,2.35,Y,Y,3275514,"2005 GJ8"
"       (2005 GY8)",,0.6739,2.046,213.87,2.83,103.51,,179.60,2.93,Y,Y,3275673,"2005 GY8"
"       (2005 GD60)",,0.3743,1.33,208.51,9.90,100.10,,199.05,1.53,Y,Y,3276397,"2005 GD60"
"       (2005 GH81)",,0.5444,1.947,84.20,11.72,118.54,,19.59,2.72,Y,Y,3276441,"2005 GH81"
"       (2005 JU1)",,0.6863,2.336,142.53,6.07,269.55,,32.96,3.57,Y,Y,3277570,"2005 JU1"
"       (2005 JU81)",,0.2774,1.116,240.24,17.29,72.51,,56.31,1.18,Y,Y,3278078,"2005 JU81"
"       (2005 KJ10)",,0.5795,1.883,161.09,8.17,233.99,,81.15,2.58,Y,Y,3279221,"2005 KJ10"
"       (2005 LW3)",,0.4637,1.439,64.04,6.02,288.68,,59.58,1.73,Y,Y,3279432,"2005 LW3"
"       (2005 LX36)",,0.5754,1.03,246.11,32.97,239.13,,252.73,1.05,Y,Y,3279740,"2005 LX36"
"       (2005 NE7)",,0.6468,2.047,186.45,9.53,307.04,,80.27,2.93,Y,Y,3283571,"2005 NE7"
"       (2005 OX)",,0.6177,1.331,141.84,7.62,100.47,,323.60,1.54,Y,Y,3284923,"2005 OX"
"       (2005 OD3)",,0.6032,2.372,81.81,16.20,38.34,,323.72,3.65,Y,Y,3285304,"2005 OD3"
"       (2005 OE3)",,0.4285,1.567,256.01,25.37,58.43,,321.02,1.96,Y,Y,3285299,"2005 OE3"
"       (2005 QZ151)",,0.5797,1.938,3.60,4.85,63.20,,20.70,2.7,Y,Y,3289742,"2005 QZ151"
"       (2005 RC34)",,0.5132,2.061,167.61,10.77,36.17,,290.93,2.96,Y,Y,3290808,"2005 RC34"
"       (2005 TP)",,0.5884,2.279,174.00,7.88,353.71,,86.38,3.44,Y,Y,3292263,"2005 TP"
"       (2005 TS15)",,0.3529,1.26,90.55,34.00,106.09,,16.19,1.42,Y,Y,3292769,"2005 TS15"
"       (2005 TF49)",,0.0254,1.042,24.17,24.55,302.16,,25.70,1.06,Y,Y,3293832,"2005 TF49"
"       (2005 TR50)",,0.4560,1.614,73.18,34.05,49.27,,29.43,2.05,Y,Y,3293925,"2005 TR50"
"       (2005 TU50)",,0.5963,1.426,90.18,12.42,259.61,,22.24,1.7,Y,Y,3293926,"2005 TU50"
"       (2005 UR)",,0.8818,2.249,346.92,6.93,140.48,,20.03,3.37,Y,Y,3295790,"2005 UR"
"       (2005 UW6)",,0.7391,2.048,151.88,0.87,181.26,,334.22,2.93,Y,Y,3297371,"2005 UW6"
"       (2005 UT64)",,0.5212,1.821,222.33,10.51,327.45,,161.55,2.46,Y,Y,3297378,"2005 UT64"
"       (2005 VO5)",,0.5610,2.009,253.34,14.24,242.05,,100.96,2.85,Y,Y,3299722,"2005 VO5"
"       (2005 VR7)",,0.2871,1.083,343.04,25.25,101.08,,254.86,1.13,Y,Y,3299947,"2005 VR7"
"       (2005 WD)",,0.5607,2.308,150.54,26.17,161.05,,227.65,3.51,Y,Y,3303213,"2005 WD"
"       (2005 WA1)",,0.5835,2.009,213.80,10.91,242.11,,246.86,2.85,Y,Y,3303218,"2005 WA1"
"       (2005 WY55)",,0.7188,2.492,272.00,7.27,286.43,,247.95,3.93,Y,Y,3305002,"2005 WY55"
"       (2005 YU3)",,0.8411,2.552,232.54,3.02,341.49,,2.51,4.08,Y,Y,3309093,"2005 YU3"
"       (2005 YS8)",,0.5293,1.697,32.12,17.37,298.21,,56.47,2.21,Y,Y,3309286,"2005 YS8"
"       (2006 AR3)",,0.6364,2.469,318.94,4.71,40.85,,12.29,3.88,Y,Y,3311865,"2006 AR3"
"       (2006 BX39)",,0.6375,1.903,339.81,14.35,79.12,,140.43,2.63,Y,Y,3313976,"2006 BX39"
"       (2006 BE55)",,0.4246,1.195,45.36,2.40,126.42,,125.25,1.31,Y,Y,3314045,"2006 BE55"
"       (2006 CF)",,0.6793,2.295,174.79,4.66,268.90,,111.81,3.48,Y,Y,3315647,"2006 CF"
"       (2006 CU)",,0.4540,1.51,68.04,3.80,253.24,,148.71,1.86,Y,Y,3321493,"2006 CU"
"       (2006 CM10)",,0.7010,2.133,342.95,18.31,92.08,,143.32,3.11,Y,Y,3321628,"2006 CM10"
"       (2006 CT10)",,0.6626,2.889,289.81,12.89,30.51,,111.20,4.91,Y,Y,3321667,"2006 CT10"
"       (2006 DU62)",,0.7384,1.64,1.79,16.45,71.90,,322.07,2.1,Y,Y,3324630,"2006 DU62"
"       (2006 GC1)",,0.8172,1.707,142.10,5.98,232.91,,196.10,2.23,Y,Y,3329371,"2006 GC1"
"       (2006 HC2)",,0.4871,1.71,76.40,3.75,66.66,,198.18,2.24,Y,Y,3330049,"2006 HC2"
"       (2006 HD2)",,0.6013,2.031,167.87,4.02,95.85,,30.19,2.89,Y,Y,3330050,"2006 HD2"
"       (2006 HT30)",,0.6184,2.563,153.35,1.64,224.00,,73.56,4.1,Y,Y,3330683,"2006 HT30"
"       (2006 KK21)",,0.8703,2.727,48.59,12.45,285.83,,188.92,4.5,Y,Y,3333737,"2006 KK21"
"       (2006 KD40)",,0.5129,2.017,133.63,21.11,217.93,,86.68,2.86,Y,Y,3334436,"2006 KD40"
"       (2006 KN89)",,0.5316,1.793,337.90,5.82,108.31,,217.65,2.4,Y,Y,3335049,"2006 KN89"
"       (2006 LD1)",,0.7012,2.317,54.71,5.95,276.19,,65.40,3.53,Y,Y,3335613,"2006 LD1"
"       (2006 ON1)",,0.6090,2.554,160.89,3.50,51.68,,287.69,4.08,Y,Y,3337561,"2006 ON1"
"       (2006 PA1)",,0.5505,2.033,64.37,2.43,85.89,,322.18,2.9,Y,Y,3337992,"2006 PA1"
"       (2006 RZ)",,0.6420,2.466,230.11,9.01,221.13,,197.35,3.87,Y,Y,3341129,"2006 RZ"
"       (2006 RK1)",,0.5176,1.949,251.44,9.57,131.92,,153.69,2.72,Y,Y,3341200,"2006 RK1"
"       (2006 SS134)",,0.4420,1.171,135.92,19.53,256.12,,9.01,1.27,Y,Y,3346460,"2006 SS134"
"       (2006 TA8)",,0.6944,2.994,354.18,21.74,217.95,,208.04,5.18,Y,Y,3350634,"2006 TA8"
"       (2006 UO)",,0.6684,2.82,271.83,2.29,78.17,,25.60,4.74,Y,Y,3351222,"2006 UO"
"       (2006 UF17)",,0.8116,2.477,233.56,3.72,235.80,,47.58,3.9,Y,Y,3351835,"2006 UF17"
"       (2006 UQ17)",,0.3809,1.624,218.79,1.74,10.37,,82.09,2.07,Y,Y,3352549,"2006 UQ17"
"       (2006 VT13)",,0.6249,2.581,125.64,2.11,44.05,,321.56,4.15,Y,Y,3358672,"2006 VT13"
"       (2006 WT1)",,0.6010,2.473,218.68,13.69,170.59,,244.84,3.89,Y,Y,3359270,"2006 WT1"
"       (2006 WJ3)",,0.4240,1.751,260.68,15.36,178.55,,232.55,2.32,Y,Y,3359278,"2006 WJ3"
"       (2007 AC2)",,0.7436,2.418,273.06,9.51,91.18,,294.36,3.76,Y,Y,3365953,"2007 AC2"
"       (2007 AV2)",,0.4741,1.438,57.13,12.31,293.44,,285.82,1.72,Y,Y,3365986,"2007 AV2"
"       (2007 AB12)",,0.7210,2.299,41.74,7.81,283.13,,65.38,3.49,Y,Y,3366074,"2007 AB12"
"       (2007 BD7)",,0.4979,1.561,332.48,4.84,219.70,,343.79,1.95,Y,Y,3366807,"2007 BD7"
"       (2007 BJ29)",,0.8256,2.184,192.31,11.09,119.61,,241.96,3.23,Y,Y,3367027,"2007 BJ29"
"       (2007 DY40)",,0.5932,1.718,255.34,5.89,115.07,,160.14,2.25,Y,Y,3368861,"2007 DY40"
"       (2007 DT103)",,0.5748,2.208,99.19,5.45,134.27,,136.94,3.28,Y,Y,3371145,"2007 DT103"
"       (2007 ED125)",,0.5846,1.921,234.47,3.78,290.38,,173.27,2.66,Y,Y,3371146,"2007 ED125"
"       (2007 FF1)",,0.4825,1.52,104.77,8.23,234.58,,21.57,1.87,Y,Y,3371669,"2007 FF1"
"       (2007 FT3)",,0.3078,1.13,297.96,26.87,277.18,,9.89,1.2,Y,Y,3372217,"2007 FT3"
"       (2007 GQ3)",,0.4504,1.804,62.97,10.20,209.68,,34.48,2.42,Y,Y,3373682,"2007 GQ3"
"       (2007 HE15)",,0.5414,2.144,182.26,9.56,342.44,,297.58,3.14,Y,Y,3374669,"2007 HE15"
"       (2007 JY2)",,0.6863,2.199,102.00,1.61,107.67,,223.39,3.26,Y,Y,3376262,"2007 JY2"
"       (2007 JH22)",,0.6094,2.176,161.99,5.58,22.88,,150.89,3.21,Y,Y,3376346,"2007 JH22"
"       (2007 KG7)",,0.8671,1.782,84.50,4.76,318.60,,66.04,2.38,Y,Y,3378131,"2007 KG7"
"       (2007 LU19)",,0.6156,2.382,282.19,2.60,143.36,,63.65,3.68,Y,Y,3378545,"2007 LU19"
"       (2007 PR25)",,0.8472,1.956,342.67,3.49,291.33,,154.97,2.74,Y,Y,3381347,"2007 PR25"
"       (2007 PV27)",,0.3708,1.273,273.49,24.60,107.66,,324.43,1.44,Y,Y,3381448,"2007 PV27"
"       (2007 PF28)",,0.8029,2.136,157.93,5.88,261.99,,179.43,3.12,Y,Y,3381449,"2007 PF28"
"       (2007 RF2)",,0.6640,1.73,157.20,6.06,83.65,,11.92,2.28,Y,Y,3383904,"2007 RF2"
"       (2007 RU9)",,0.6296,1.919,124.98,5.66,286.57,,163.87,2.66,Y,Y,3384067,"2007 RU9"
"       (2007 RV9)",,0.5663,1.94,73.70,6.41,116.90,,340.35,2.7,Y,Y,3384068,"2007 RV9"
"       (2007 RU17)",,0.8300,2.034,272.05,9.21,130.83,,16.54,2.9,Y,Y,3384406,"2007 RU17"
"       (2007 SR11)",,0.6489,2.681,325.63,1.47,99.56,,218.42,4.39,Y,Y,3387132,"2007 SR11"
"       (2007 TH1)",,0.4178,1.362,295.34,20.11,282.38,,13.68,1.59,Y,Y,3387458,"2007 TH1"
"       (2007 TS19)",,0.5003,1.084,324.08,15.63,118.07,,24.14,1.13,Y,Y,3387793,"2007 TS19"
"       (2007 TL23)",,0.7367,1.134,76.80,2.13,102.02,,136.69,1.21,Y,Y,3388081,"2007 TL23"
"       (2007 TR24)",,0.6684,1.875,200.34,3.57,37.02,,87.08,2.57,Y,Y,3388312,"2007 TR24"
"       (2007 TU24)",,0.5332,2.044,267.73,5.63,334.32,,126.97,2.92,Y,Y,3388315,"2007 TU24"
"       (2007 UL12)",,0.8044,1.968,37.94,4.19,95.89,,66.85,2.76,Y,Y,3390107,"2007 UL12"
"       (2007 UR51)",,0.6907,1.644,30.61,7.26,72.70,,208.59,2.11,Y,Y,3391853,"2007 UR51"
"       (2007 VG)",,0.6648,1.958,92.66,51.15,261.61,,33.35,2.74,Y,Y,3392084,"2007 VG"
"       (2007 VN3)",,0.5771,2.244,28.41,15.62,320.32,,21.90,3.36,Y,Y,3392310,"2007 VN3"
"       (2007 VT6)",,0.6440,1.95,51.79,7.40,294.24,,213.27,2.72,Y,Y,3392365,"2007 VT6"
"       (2007 VD12)",,0.3648,1.146,227.79,22.86,91.31,,62.68,1.23,Y,Y,3393169,"2007 VD12"
"       (2007 VZ137)",,0.5857,1.704,265.16,5.22,63.76,,226.35,2.22,Y,Y,3394072,"2007 VZ137"
"       (2007 VM184)",,0.5228,1.181,0.17,23.28,110.12,,65.71,1.28,Y,Y,3394543,"2007 VM184"
"       (2007 VP243)",,0.5820,2.261,18.17,5.65,312.16,,13.89,3.4,Y,Y,3395313,"2007 VP243"
"       (2007 XN)",,0.5698,2.217,30.64,24.74,215.42,,256.52,3.3,Y,Y,3397494,"2007 XN"
"       (2007 XY9)",,0.6194,2.05,285.41,3.34,127.37,,233.94,2.93,Y,Y,3397572,"2007 XY9"
"       (2007 XD10)",,0.6664,2.152,143.11,18.52,80.30,,270.06,3.16,Y,Y,3397577,"2007 XD10"
"       (2007 YB2)",,0.6951,3.069,24.46,16.39,214.66,,329.99,5.38,Y,Y,3398140,"2007 YB2"
"       (2008 AX1)",,0.4760,1.547,287.98,12.91,126.52,,263.23,1.92,Y,Y,3398821,"2008 AX1"
"       (2008 AZ30)",,0.6537,1.333,358.11,2.34,25.90,,326.61,1.54,Y,Y,3399581,"2008 AZ30"
"       (2008 AH33)",,0.5480,2.103,172.34,36.78,177.24,,335.81,3.05,Y,Y,3399918,"2008 AH33"
"       (2008 AK33)",,0.7201,2.218,43.48,34.09,88.70,,283.52,3.3,Y,Y,3399920,"2008 AK33"
"       (2008 BD15)",,0.1399,1.079,231.48,32.17,113.63,,130.33,1.12,Y,Y,3401101,"2008 BD15"
"       (2008 CH)",,0.6883,2.335,260.22,22.14,294.57,,133.31,3.57,Y,Y,3401382,"2008 CH"
"       (2008 CS1)",,0.3725,1.23,39.76,29.85,95.06,,134.09,1.36,Y,Y,3401432,"2008 CS1"
"       (2008 CC6)",,0.7739,1.261,319.88,9.14,136.42,,146.95,1.42,Y,Y,3402131,"2008 CC6"
"       (2008 CL116)",,0.7431,3.086,15.50,18.75,113.25,,126.46,5.42,Y,Y,3402613,"2008 CL116"
"       (2008 DJ)",,0.6028,1.982,5.44,5.06,118.03,,319.02,2.79,Y,Y,3403506,"2008 DJ"
"       (2008 EM7)",,0.2433,1.238,133.08,33.13,42.76,,347.77,1.38,Y,Y,3405085,"2008 EM7"
"       (2008 FW5)",,0.5438,2.139,113.85,13.47,0.09,,160.61,3.13,Y,Y,3407608,"2008 FW5"
"       (2008 FW6)",,0.6385,2.261,321.44,6.48,34.86,,79.93,3.4,Y,Y,3407680,"2008 FW6"
"       (2008 HH)",,0.3554,1.366,62.39,16.32,116.03,,196.65,1.6,Y,Y,3409624,"2008 HH"
